year,sub_event_type,country
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2016,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2015,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2014,Excessive force against protesters,Ethiopia
2013,Excessive force against protesters,Ethiopia
2011,Excessive force against protesters,Ethiopia
2017,Excessive force against protesters,Gabon
2016,Excessive force against protesters,Gabon
2016,Excessive force against protesters,Gambia
2016,Excessive force against protesters,Gambia
2020,Excessive force against protesters,Ghana
2019,Excessive force against protesters,Ghana
2018,Excessive force against protesters,Ghana
2017,Excessive force against protesters,Ghana
2016,Excessive force against protesters,Ghana
2015,Excessive force against protesters,Ghana
2019,Excessive force against protesters,Greece
2019,Excessive force against protesters,Guatemala
2019,Excessive force against protesters,Guatemala
2018,Excessive force against protesters,Guatemala
2018,Excessive force against protesters,Guatemala
2020,Excessive force against protesters,Guinea
2020,Excessive force against protesters,Guinea
2019,Excessive force against protesters,Guinea
2019,Excessive force against protesters,Guinea
2019,Excessive force against protesters,Guinea
2019,Excessive force against protesters,Guinea
2019,Excessive force against protesters,Guinea
2019,Excessive force against protesters,Guinea
2019,Excessive force against protesters,Guinea
2018,Excessive force against protesters,Guinea
2018,Excessive force against protesters,Guinea
2018,Excessive force against protesters,Guinea
2018,Excessive force against protesters,Guinea
2018,Excessive force against protesters,Guinea
2018,Excessive force against protesters,Guinea
2018,Excessive force against protesters,Guinea
2017,Excessive force against protesters,Guinea
2017,Excessive force against protesters,Guinea
2016,Excessive force against protesters,Guinea
2015,Excessive force against protesters,Guinea
2014,Excessive force against protesters,Guinea
2013,Excessive force against protesters,Guinea
2012,Excessive force against protesters,Guinea
2012,Excessive force against protesters,Guinea
2019,Excessive force against protesters,Guinea-Bissau
2017,Excessive force against protesters,Guinea-Bissau
2017,Excessive force against protesters,Guinea-Bissau
2012,Excessive force against protesters,Guinea-Bissau
2020,Excessive force against protesters,Guyana
2020,Excessive force against protesters,Guyana
2020,Excessive force against protesters,Haiti
2020,Excessive force against protesters,Haiti
2020,Excessive force against protesters,Haiti
2020,Excessive force against protesters,Haiti
2020,Excessive force against protesters,Haiti
2020,Excessive force against protesters,Haiti
2019,Excessive force against protesters,Haiti
2019,Excessive force against protesters,Haiti
2019,Excessive force against protesters,Haiti
2019,Excessive force against protesters,Haiti
2019,Excessive force against protesters,Haiti
2019,Excessive force against protesters,Haiti
2019,Excessive force against protesters,Haiti
2019,Excessive force against protesters,Haiti
2018,Excessive force against protesters,Haiti
2018,Excessive force against protesters,Haiti
2018,Excessive force against protesters,Haiti
2018,Excessive force against protesters,Haiti
2018,Excessive force against protesters,Haiti
2018,Excessive force against protesters,Haiti
2018,Excessive force against protesters,Haiti
2018,Excessive force against protesters,Haiti
2018,Excessive force against protesters,Haiti
2018,Excessive force against protesters,Haiti
2018,Excessive force against protesters,Haiti
2020,Excessive force against protesters,Honduras
2019,Excessive force against protesters,Honduras
2019,Excessive force against protesters,Honduras
2019,Excessive force against protesters,Honduras
2019,Excessive force against protesters,Honduras
2019,Excessive force against protesters,Honduras
2018,Excessive force against protesters,Honduras
2018,Excessive force against protesters,Honduras
2018,Excessive force against protesters,Honduras
2018,Excessive force against protesters,Honduras
2018,Excessive force against protesters,Honduras
2020,Excessive force against protesters,India
2020,Excessive force against protesters,India
2020,Excessive force against protesters,India
2020,Excessive force against protesters,India
2020,Excessive force against protesters,India
2020,Excessive force against protesters,India
2020,Excessive force against protesters,India
2020,Excessive force against protesters,India
2020,Excessive force against protesters,India
2020,Excessive force against protesters,India
2020,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2019,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2018,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2017,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2016,Excessive force against protesters,India
2020,Excessive force against protesters,Indonesia
2020,Excessive force against protesters,Indonesia
2020,Excessive force against protesters,Indonesia
2020,Excessive force against protesters,Indonesia
2020,Excessive force against protesters,Indonesia
2019,Excessive force against protesters,Indonesia
2018,Excessive force against protesters,Indonesia
2018,Excessive force against protesters,Indonesia
2018,Excessive force against protesters,Indonesia
2018,Excessive force against protesters,Indonesia
2018,Excessive force against protesters,Indonesia
2018,Excessive force against protesters,Indonesia
2018,Excessive force against protesters,Indonesia
2017,Excessive force against protesters,Indonesia
2017,Excessive force against protesters,Indonesia
2017,Excessive force against protesters,Indonesia
2017,Excessive force against protesters,Indonesia
2017,Excessive force against protesters,Indonesia
2016,Excessive force against protesters,Indonesia
2016,Excessive force against protesters,Indonesia
2016,Excessive force against protesters,Indonesia
2016,Excessive force against protesters,Indonesia
2016,Excessive force against protesters,Indonesia
2016,Excessive force against protesters,Indonesia
2016,Excessive force against protesters,Indonesia
2016,Excessive force against protesters,Indonesia
2016,Excessive force against protesters,Indonesia
2016,Excessive force against protesters,Indonesia
2015,Excessive force against protesters,Indonesia
2015,Excessive force against protesters,Indonesia
2015,Excessive force against protesters,Indonesia
2015,Excessive force against protesters,Indonesia
2015,Excessive force against protesters,Indonesia
2015,Excessive force against protesters,Indonesia
2015,Excessive force against protesters,Indonesia
2015,Excessive force against protesters,Indonesia
2015,Excessive force against protesters,Indonesia
2015,Excessive force against protesters,Indonesia
2020,Excessive force against protesters,Iran
2020,Excessive force against protesters,Iran
2020,Excessive force against protesters,Iran
2020,Excessive force against protesters,Iran
2019,Excessive force against protesters,Iran
2019,Excessive force against protesters,Iran
2019,Excessive force against protesters,Iran
2018,Excessive force against protesters,Iran
2018,Excessive force against protesters,Iran
2017,Excessive force against protesters,Iran
2017,Excessive force against protesters,Iran
2017,Excessive force against protesters,Iran
2017,Excessive force against protesters,Iran
2016,Excessive force against protesters,Iran
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2019,Excessive force against protesters,Iraq
2018,Excessive force against protesters,Iraq
2018,Excessive force against protesters,Iraq
2018,Excessive force against protesters,Iraq
2018,Excessive force against protesters,Iraq
2018,Excessive force against protesters,Iraq
2018,Excessive force against protesters,Iraq
2018,Excessive force against protesters,Iraq
2018,Excessive force against protesters,Iraq
2018,Excessive force against protesters,Iraq
2017,Excessive force against protesters,Iraq
2016,Excessive force against protesters,Iraq
2016,Excessive force against protesters,Iraq
2016,Excessive force against protesters,Iraq
2016,Excessive force against protesters,Iraq
2020,Excessive force against protesters,Israel
2020,Excessive force against protesters,Israel
2020,Excessive force against protesters,Israel
2020,Excessive force against protesters,Israel
2020,Excessive force against protesters,Israel
2020,Excessive force against protesters,Israel
2019,Excessive force against protesters,Israel
2017,Excessive force against protesters,Israel
2020,Excessive force against protesters,Italy
2020,Excessive force against protesters,Ivory Coast
2019,Excessive force against protesters,Ivory Coast
2019,Excessive force against protesters,Ivory Coast
2017,Excessive force against protesters,Ivory Coast
2016,Excessive force against protesters,Ivory Coast
2015,Excessive force against protesters,Ivory Coast
2014,Excessive force against protesters,Ivory Coast
2014,Excessive force against protesters,Ivory Coast
2014,Excessive force against protesters,Ivory Coast
2013,Excessive force against protesters,Ivory Coast
2011,Excessive force against protesters,Ivory Coast
2011,Excessive force against protesters,Ivory Coast
2011,Excessive force against protesters,Ivory Coast
2011,Excessive force against protesters,Ivory Coast
2010,Excessive force against protesters,Ivory Coast
2010,Excessive force against protesters,Ivory Coast
2010,Excessive force against protesters,Ivory Coast
2019,Excessive force against protesters,Jordan
2020,Excessive force against protesters,Kenya
2019,Excessive force against protesters,Kenya
2019,Excessive force against protesters,Kenya
2018,Excessive force against protesters,Kenya
2018,Excessive force against protesters,Kenya
2018,Excessive force against protesters,Kenya
2018,Excessive force against protesters,Kenya
2018,Excessive force against protesters,Kenya
2018,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2017,Excessive force against protesters,Kenya
2016,Excessive force against protesters,Kenya
2016,Excessive force against protesters,Kenya
2016,Excessive force against protesters,Kenya
2016,Excessive force against protesters,Kenya
2016,Excessive force against protesters,Kenya
2015,Excessive force against protesters,Kenya
2015,Excessive force against protesters,Kenya
2015,Excessive force against protesters,Kenya
2014,Excessive force against protesters,Kenya
2014,Excessive force against protesters,Kenya
2013,Excessive force against protesters,Kenya
2013,Excessive force against protesters,Kenya
2011,Excessive force against protesters,Kenya
2010,Excessive force against protesters,Kenya
2010,Excessive force against protesters,Kenya
2019,Excessive force against protesters,Kosovo
2018,Excessive force against protesters,Kosovo
2020,Excessive force against protesters,Kyrgyzstan
2020,Excessive force against protesters,Lebanon
2020,Excessive force against protesters,Lebanon
2019,Excessive force against protesters,Lebanon
2019,Excessive force against protesters,Lebanon
2019,Excessive force against protesters,Lebanon
2019,Excessive force against protesters,Lebanon
2019,Excessive force against protesters,Lebanon
2019,Excessive force against protesters,Lebanon
2019,Excessive force against protesters,Lebanon
2019,Excessive force against protesters,Lebanon
2019,Excessive force against protesters,Lebanon
2018,Excessive force against protesters,Lebanon
2019,Excessive force against protesters,Liberia
2016,Excessive force against protesters,Liberia
2016,Excessive force against protesters,Liberia
2016,Excessive force against protesters,Liberia
2014,Excessive force against protesters,Liberia
2011,Excessive force against protesters,Liberia
2020,Excessive force against protesters,Libya
2020,Excessive force against protesters,Libya
2020,Excessive force against protesters,Libya
2020,Excessive force against protesters,Libya
2020,Excessive force against protesters,Libya
2020,Excessive force against protesters,Libya
2019,Excessive force against protesters,Libya
2019,Excessive force against protesters,Libya
2019,Excessive force against protesters,Libya
2018,Excessive force against protesters,Libya
2016,Excessive force against protesters,Libya
2016,Excessive force against protesters,Libya
2015,Excessive force against protesters,Libya
2015,Excessive force against protesters,Libya
2015,Excessive force against protesters,Libya
2015,Excessive force against protesters,Libya
2015,Excessive force against protesters,Libya
2015,Excessive force against protesters,Libya
2015,Excessive force against protesters,Libya
2014,Excessive force against protesters,Libya
